name: 🇨🇿 Czechia-8006 | avg_speed: 32.701 MB/s | delay: 17 ms
name: 🇺🇸 USA-5436 | avg_speed: 3.818 MB/s | delay: 173 ms
name: 🏁 Relay-3782 | avg_speed: 3.286 MB/s | delay: 45 ms
name: 🏁 Relay-4594 | avg_speed: 3.481 MB/s | delay: 93 ms
name: 🇫🇷 France-6634 | avg_speed: 3.791 MB/s | delay: 171 ms
name: 🇸🇨 Seychelles-5603 | avg_speed: 4.224 MB/s | delay: 279 ms
name: 🇺🇸 USA-2217 | avg_speed: 3.960 MB/s | delay: 215 ms
name: 🏁 Relay-5026 | avg_speed: 5.454 MB/s | delay: 581 ms
name: 🏁 Relay-4635 | avg_speed: 3.350 MB/s | delay: 70 ms
name: 🏁 Relay-1661 | avg_speed: 3.353 MB/s | delay: 72 ms
name: 🏁 Relay-3484 | avg_speed: 3.409 MB/s | delay: 86 ms
name: 🏁 Relay-4014 | avg_speed: 3.927 MB/s | delay: 214 ms
name: 🇺🇸 USA-9868 | avg_speed: 3.886 MB/s | delay: 204 ms
name: 🏁 Relay-9165 | avg_speed: 3.383 MB/s | delay: 81 ms
name: 🏁 Relay-1828 | avg_speed: 3.429 MB/s | delay: 93 ms
name: 🏁 Relay-7185 | avg_speed: 3.216 MB/s | delay: 46 ms
name: 🇩🇪 Germany-6861 | avg_speed: 4.215 MB/s | delay: 293 ms
name: 🏁 Relay-2021 | avg_speed: 4.072 MB/s | delay: 260 ms
name: 🏁 Relay-6605 | avg_speed: 3.218 MB/s | delay: 51 ms
name: 🏁 Relay-5800 | avg_speed: 3.270 MB/s | delay: 65 ms
name: 🏁 Relay-6997 | avg_speed: 3.271 MB/s | delay: 66 ms
name: 🏁 Relay-2852 | avg_speed: 3.358 MB/s | delay: 89 ms
name: 🇸🇨 Seychelles-8308 | avg_speed: 4.165 MB/s | delay: 287 ms
name: 🇩🇪 Germany-8019 | avg_speed: 3.942 MB/s | delay: 235 ms
name: 🏁 Relay-2837 | avg_speed: 3.357 MB/s | delay: 92 ms
name: 🏁 Relay-2117 | avg_speed: 4.581 MB/s | delay: 393 ms
name: 🏁 Relay-4919 | avg_speed: 3.306 MB/s | delay: 83 ms
name: 🏁 Relay-7294 | avg_speed: 3.252 MB/s | delay: 70 ms
name: 🏁 Relay-3237 | avg_speed: 3.426 MB/s | delay: 115 ms
name: 🏁 Relay-3161 | avg_speed: 3.302 MB/s | delay: 85 ms
name: 🏁 Relay-4802 | avg_speed: 3.184 MB/s | delay: 61 ms
name: 🏁 Relay-5931 | avg_speed: 3.330 MB/s | delay: 97 ms
name: 🏁 Relay-7694 | avg_speed: 3.301 MB/s | delay: 92 ms
name: 🇩🇪 Germany-8115 | avg_speed: 3.905 MB/s | delay: 240 ms
name: 🇬🇧 UK-9383 | avg_speed: 3.673 MB/s | delay: 185 ms
name: 🏁 Relay-3800 | avg_speed: 3.254 MB/s | delay: 83 ms
name: 🏁 Relay-5656 | avg_speed: 3.327 MB/s | delay: 102 ms
name: 🏁 Relay-3931 | avg_speed: 3.155 MB/s | delay: 60 ms
name: 🏁 Relay-6830 | avg_speed: 3.038 MB/s | delay: 32 ms
name: 🏁 Relay-1951 | avg_speed: 3.202 MB/s | delay: 73 ms
name: 🇬🇧 UK-1118 | avg_speed: 3.622 MB/s | delay: 176 ms
name: 🏁 Relay-4853 | avg_speed: 3.089 MB/s | delay: 47 ms
name: 🏁 Relay-5864 | avg_speed: 3.141 MB/s | delay: 63 ms
name: 🇺🇸 USA-2063 | avg_speed: 3.778 MB/s | delay: 219 ms
name: 🏁 Relay-2502 | avg_speed: 3.443 MB/s | delay: 138 ms
name: 🇳🇱 Netherlands-9965 | avg_speed: 3.605 MB/s | delay: 178 ms
name: 🏁 Relay-1217 | avg_speed: 3.218 MB/s | delay: 84 ms
name: 🇬🇧 UK-7387 | avg_speed: 3.556 MB/s | delay: 167 ms
name: 🇫🇷 France-1414 | avg_speed: 3.609 MB/s | delay: 182 ms
name: 🏁 Relay-9017 | avg_speed: 3.066 MB/s | delay: 50 ms
name: 🏁 Relay-8364 | avg_speed: 3.202 MB/s | delay: 86 ms
name: 🏁 Relay-2401 | avg_speed: 3.055 MB/s | delay: 51 ms
name: 🏁 Relay-3254 | avg_speed: 3.081 MB/s | delay: 60 ms
name: 🇳🇱 Netherlands-7655 | avg_speed: 3.605 MB/s | delay: 189 ms
name: 🏁 Relay-5223 | avg_speed: 3.312 MB/s | delay: 118 ms
name: 🏁 Relay-1466 | avg_speed: 3.151 MB/s | delay: 79 ms
name: 🇺🇸 USA-8170 | avg_speed: 3.592 MB/s | delay: 192 ms
name: 🇺🇸 USA-3087 | avg_speed: 3.282 MB/s | delay: 117 ms
name: 🏁 Relay-8368 | avg_speed: 3.088 MB/s | delay: 71 ms
name: 🏁 Relay-9406 | avg_speed: 3.148 MB/s | delay: 86 ms
name: 🏁 Relay-4349 | avg_speed: 3.131 MB/s | delay: 82 ms
name: 🇳🇱 Netherlands-6041 | avg_speed: 3.480 MB/s | delay: 170 ms
name: 🏁 Relay-9554 | avg_speed: 3.181 MB/s | delay: 97 ms
name: 🏁 Relay-9619 | avg_speed: 3.105 MB/s | delay: 79 ms
name: 🏁 Relay-5470 | avg_speed: 3.001 MB/s | delay: 56 ms
name: 🏁 Relay-4531 | avg_speed: 3.079 MB/s | delay: 77 ms
name: 🏁 Relay-1768 | avg_speed: 3.143 MB/s | delay: 95 ms
name: 🏁 Relay-6464 | avg_speed: 3.312 MB/s | delay: 139 ms
name: 🇩🇪 Germany-9012 | avg_speed: 3.483 MB/s | delay: 186 ms
name: 🏁 Relay-5314 | avg_speed: 2.981 MB/s | delay: 66 ms
name: 🏁 Relay-6835 | avg_speed: 3.075 MB/s | delay: 94 ms
name: 🏁 Relay-4382 | avg_speed: 3.220 MB/s | delay: 130 ms
name: 🏁 Relay-1773 | avg_speed: 3.043 MB/s | delay: 87 ms
name: 🏁 Relay-1405 | avg_speed: 3.232 MB/s | delay: 136 ms
name: 🏁 Relay-4298 | avg_speed: 3.027 MB/s | delay: 87 ms
name: 🏁 Relay-1044 | avg_speed: 2.960 MB/s | delay: 71 ms
name: 🏁 Relay-5393 | avg_speed: 4.327 MB/s | delay: 406 ms
name: 🏁 Relay-8565 | avg_speed: 3.132 MB/s | delay: 114 ms
name: 🏁 Relay-3664 | avg_speed: 2.807 MB/s | delay: 37 ms
name: 🏁 Relay-8907 | avg_speed: 3.017 MB/s | delay: 89 ms
name: 🇬🇧 UK-2865 | avg_speed: 3.443 MB/s | delay: 196 ms
name: 🏁 Relay-8923 | avg_speed: 3.455 MB/s | delay: 199 ms
name: 🏁 Relay-6528 | avg_speed: 4.080 MB/s | delay: 353 ms
name: 🏁 Relay-7044 | avg_speed: 2.997 MB/s | delay: 89 ms
name: 🇳🇱 Netherlands-8436 | avg_speed: 3.686 MB/s | delay: 258 ms
name: 🇺🇸 USA-8598 | avg_speed: 3.099 MB/s | delay: 114 ms
name: 🏁 Relay-3493 | avg_speed: 5.085 MB/s | delay: 601 ms
name: 🇩🇪 Germany-9149 | avg_speed: 4.063 MB/s | delay: 352 ms
name: 🇸🇨 Seychelles-1229 | avg_speed: 3.097 MB/s | delay: 116 ms
name: 🇺🇸 USA-7173 | avg_speed: 3.599 MB/s | delay: 241 ms
name: 🇳🇱 Netherlands-2410 | avg_speed: 3.649 MB/s | delay: 254 ms
name: 🇺🇸 USA-6657 | avg_speed: 3.210 MB/s | delay: 147 ms
name: 🇳🇱 Netherlands-2310 | avg_speed: 3.682 MB/s | delay: 265 ms
name: 🏁 Relay-3969 | avg_speed: 3.190 MB/s | delay: 147 ms
name: 🇺🇸 USA-6107 | avg_speed: 3.259 MB/s | delay: 164 ms
name: 🏁 Relay-8335 | avg_speed: 3.939 MB/s | delay: 331 ms
name: 🇳🇱 Netherlands-9997 | avg_speed: 3.642 MB/s | delay: 259 ms
name: 🏁 Relay-8172 | avg_speed: 3.272 MB/s | delay: 169 ms
name: 🇺🇸 USA-2597 | avg_speed: 3.704 MB/s | delay: 275 ms
name: 🏁 Relay-3321 | avg_speed: 3.082 MB/s | delay: 123 ms
name: 🇩🇪 Germany-8968 | avg_speed: 3.995 MB/s | delay: 348 ms
name: 🇬🇧 UK-3606 | avg_speed: 3.644 MB/s | delay: 263 ms
name: 🇨🇦 Canada-5979 | avg_speed: 3.084 MB/s | delay: 127 ms
name: 🇨🇦 Canada-8225 | avg_speed: 3.872 MB/s | delay: 322 ms
name: 🇬🇧 UK-5923 | avg_speed: 3.319 MB/s | delay: 191 ms
name: 🇬🇧 UK-4090 | avg_speed: 3.314 MB/s | delay: 192 ms
name: 🇳🇱 Netherlands-2291 | avg_speed: 3.641 MB/s | delay: 272 ms
name: 🏁 Relay-1880 | avg_speed: 2.896 MB/s | delay: 90 ms
name: 🏁 Relay-3043 | avg_speed: 2.987 MB/s | delay: 113 ms
name: 🏁 Relay-1359 | avg_speed: 2.979 MB/s | delay: 111 ms
name: 🏁 Relay-9210 | avg_speed: 2.871 MB/s | delay: 86 ms
name: 🏁 Relay-8318 | avg_speed: 2.761 MB/s | delay: 61 ms
name: 🇺🇸 USA-1101 | avg_speed: 2.947 MB/s | delay: 108 ms
name: 🏁 Relay-1559 | avg_speed: 2.919 MB/s | delay: 104 ms
name: 🏁 Relay-8476 | avg_speed: 2.714 MB/s | delay: 54 ms
name: 🇳🇱 Netherlands-2738 | avg_speed: 3.321 MB/s | delay: 203 ms
name: 🏁 Relay-9982 | avg_speed: 2.923 MB/s | delay: 108 ms
name: 🏁 Relay-5798 | avg_speed: 2.892 MB/s | delay: 104 ms
name: 🇨🇦 Canada-7000 | avg_speed: 3.447 MB/s | delay: 242 ms
name: 🏁 Relay-9380 | avg_speed: 2.761 MB/s | delay: 76 ms
name: 🇩🇪 Germany-6840 | avg_speed: 3.250 MB/s | delay: 196 ms
name: 🇬🇧 UK-9498 | avg_speed: 3.241 MB/s | delay: 203 ms
name: 🏁 Relay-6941 | avg_speed: 2.754 MB/s | delay: 85 ms
name: 🏁 Relay-3449 | avg_speed: 2.840 MB/s | delay: 107 ms
name: 🏁 Relay-6763 | avg_speed: 3.436 MB/s | delay: 253 ms
name: 🇩🇪 Germany-3152 | avg_speed: 3.158 MB/s | delay: 186 ms
name: 🇬🇧 UK-6764 | avg_speed: 3.226 MB/s | delay: 203 ms
name: 🏁 Relay-6872 | avg_speed: 3.774 MB/s | delay: 338 ms
name: 🇬🇧 UK-5316 | avg_speed: 3.214 MB/s | delay: 203 ms
name: 🇬🇧 UK-5915 | avg_speed: 3.222 MB/s | delay: 205 ms
name: 🇬🇧 UK-2502 | avg_speed: 3.233 MB/s | delay: 208 ms
name: 🇬🇧 UK-2256 | avg_speed: 3.198 MB/s | delay: 200 ms
name: 🇨🇦 Canada-1798 | avg_speed: 4.252 MB/s | delay: 458 ms
name: 🇳🇱 Netherlands-1231 | avg_speed: 3.212 MB/s | delay: 204 ms
name: 🇬🇧 UK-6380 | avg_speed: 3.211 MB/s | delay: 204 ms
name: 🇬🇧 UK-8050 | avg_speed: 3.207 MB/s | delay: 203 ms
name: 🇬🇧 UK-6173 | avg_speed: 3.175 MB/s | delay: 196 ms
name: 🇳🇱 Netherlands-9109 | avg_speed: 3.214 MB/s | delay: 207 ms
name: 🇬🇧 UK-9576 | avg_speed: 3.194 MB/s | delay: 202 ms
name: 🇳🇱 Netherlands-1725 | avg_speed: 3.815 MB/s | delay: 355 ms
name: 🇬🇧 UK-3669 | avg_speed: 3.222 MB/s | delay: 210 ms
name: 🇩🇪 Germany-5285 | avg_speed: 3.818 MB/s | delay: 357 ms
name: 🏁 Relay-8471 | avg_speed: 2.747 MB/s | delay: 95 ms
name: 🇬🇧 UK-5009 | avg_speed: 3.225 MB/s | delay: 213 ms
name: 🇨🇦 Canada-8886 | avg_speed: 3.066 MB/s | delay: 174 ms
name: 🇬🇧 UK-5184 | avg_speed: 3.204 MB/s | delay: 208 ms
name: 🇬🇧 UK-8492 | avg_speed: 3.199 MB/s | delay: 208 ms
name: 🇬🇧 UK-9860 | avg_speed: 3.178 MB/s | delay: 203 ms
name: 🏁 Relay-7789 | avg_speed: 3.922 MB/s | delay: 385 ms
name: 🇬🇧 UK-7580 | avg_speed: 3.181 MB/s | delay: 204 ms
name: 🏁 Relay-9674 | avg_speed: 2.510 MB/s | delay: 40 ms
name: 🇬🇧 UK-2380 | avg_speed: 3.160 MB/s | delay: 199 ms
name: 🇬🇧 UK-9017 | avg_speed: 3.192 MB/s | delay: 207 ms
name: 🇳🇱 Netherlands-4303 | avg_speed: 3.176 MB/s | delay: 203 ms
name: 🏁 Relay-4127 | avg_speed: 3.933 MB/s | delay: 389 ms
name: 🏁 Relay-8822 | avg_speed: 2.838 MB/s | delay: 123 ms
name: 🇬🇧 UK-6360 | avg_speed: 3.209 MB/s | delay: 215 ms
name: 🇳🇱 Netherlands-4247 | avg_speed: 3.372 MB/s | delay: 255 ms
name: 🏁 Relay-2578 | avg_speed: 2.770 MB/s | delay: 108 ms
name: 🇬🇧 UK-2035 | avg_speed: 3.133 MB/s | delay: 197 ms
name: 🇳🇱 Netherlands-5637 | avg_speed: 3.358 MB/s | delay: 252 ms
name: 🇬🇧 UK-5077 | avg_speed: 3.215 MB/s | delay: 219 ms
name: 🇬🇧 UK-9468 | avg_speed: 3.133 MB/s | delay: 199 ms
name: 🇬🇧 UK-2452 | avg_speed: 3.120 MB/s | delay: 196 ms
name: 🏁 Relay-3277 | avg_speed: 2.621 MB/s | delay: 74 ms
name: 🇬🇧 UK-5528 | avg_speed: 3.119 MB/s | delay: 196 ms
name: 🇬🇧 UK-9990 | avg_speed: 3.169 MB/s | delay: 209 ms
name: 🇬🇧 UK-6273 | avg_speed: 3.148 MB/s | delay: 204 ms
name: 🇬🇧 UK-1033 | avg_speed: 3.179 MB/s | delay: 212 ms
name: 🏁 Relay-9070 | avg_speed: 2.648 MB/s | delay: 83 ms
name: 🇬🇧 UK-4027 | avg_speed: 3.109 MB/s | delay: 196 ms
name: 🇳🇱 Netherlands-2986 | avg_speed: 3.648 MB/s | delay: 328 ms
name: 🇬🇧 UK-9736 | avg_speed: 3.190 MB/s | delay: 216 ms
name: 🇩🇪 Germany-3729 | avg_speed: 3.102 MB/s | delay: 195 ms
name: 🇬🇧 UK-2343 | avg_speed: 3.171 MB/s | delay: 212 ms
name: 🇳🇱 Netherlands-8550 | avg_speed: 3.338 MB/s | delay: 253 ms
name: 🇬🇧 UK-3252 | avg_speed: 3.109 MB/s | delay: 197 ms
name: 🇬🇧 UK-6751 | avg_speed: 3.132 MB/s | delay: 203 ms
name: 🏁 Relay-6816 | avg_speed: 2.846 MB/s | delay: 133 ms
name: 🇬🇧 UK-3934 | avg_speed: 3.112 MB/s | delay: 198 ms
name: 🏁 Relay-3465 | avg_speed: 2.885 MB/s | delay: 143 ms
name: 🏁 Relay-8688 | avg_speed: 2.480 MB/s | delay: 44 ms
name: 🇬🇧 UK-9525 | avg_speed: 3.126 MB/s | delay: 203 ms
name: 🇬🇧 UK-4375 | avg_speed: 3.110 MB/s | delay: 199 ms
name: 🇳🇱 Netherlands-1909 | avg_speed: 3.097 MB/s | delay: 196 ms
name: 🇱🇹 Lithuania-2447 | avg_speed: 2.703 MB/s | delay: 100 ms
name: 🇬🇧 UK-6638 | avg_speed: 3.148 MB/s | delay: 209 ms
name: 🇫🇷 France-8806 | avg_speed: 3.043 MB/s | delay: 184 ms
name: 🏁 Relay-3969 | avg_speed: 2.683 MB/s | delay: 98 ms
name: 🇺🇸 USA-5009 | avg_speed: 2.829 MB/s | delay: 134 ms
name: 🏁 Relay-6718 | avg_speed: 2.703 MB/s | delay: 104 ms
name: 🇬🇧 UK-6609 | avg_speed: 3.187 MB/s | delay: 223 ms
name: 🇬🇧 UK-2893 | avg_speed: 3.624 MB/s | delay: 330 ms
name: 🏁 Relay-9766 | avg_speed: 2.627 MB/s | delay: 88 ms
name: 🇳🇱 Netherlands-3649 | avg_speed: 3.445 MB/s | delay: 289 ms
name: 🇬🇧 UK-2340 | avg_speed: 3.077 MB/s | delay: 199 ms
name: 🇬🇧 UK-8073 | avg_speed: 3.080 MB/s | delay: 200 ms
name: 🇳🇱 Netherlands-6769 | avg_speed: 3.461 MB/s | delay: 294 ms
name: 🇬🇧 UK-5118 | avg_speed: 3.086 MB/s | delay: 203 ms
name: 🇬🇧 UK-6839 | avg_speed: 3.114 MB/s | delay: 211 ms
name: 🏁 Relay-1858 | avg_speed: 2.594 MB/s | delay: 85 ms
name: 🇬🇧 UK-9780 | avg_speed: 3.075 MB/s | delay: 203 ms
name: 🇳🇱 Netherlands-8531 | avg_speed: 3.413 MB/s | delay: 287 ms
name: 🇬🇧 UK-9996 | avg_speed: 3.044 MB/s | delay: 197 ms
name: 🏁 Relay-6559 | avg_speed: 2.562 MB/s | delay: 80 ms
name: 🏁 Relay-3913 | avg_speed: 4.975 MB/s | delay: 672 ms
name: 🇬🇧 UK-3762 | avg_speed: 3.068 MB/s | delay: 206 ms
name: 🇬🇧 UK-5717 | avg_speed: 3.132 MB/s | delay: 222 ms
name: 🇬🇧 UK-7661 | avg_speed: 3.102 MB/s | delay: 215 ms
name: 🇬🇧 UK-1423 | avg_speed: 3.077 MB/s | delay: 209 ms
name: 🇳🇱 Netherlands-8532 | avg_speed: 3.100 MB/s | delay: 215 ms
name: 🇬🇧 UK-1523 | avg_speed: 3.087 MB/s | delay: 212 ms
name: 🇱🇹 Lithuania-9536 | avg_speed: 2.723 MB/s | delay: 123 ms
name: 🏁 Relay-7232 | avg_speed: 3.214 MB/s | delay: 244 ms
name: 🇬🇧 UK-7252 | avg_speed: 3.025 MB/s | delay: 198 ms
name: 🇬🇧 UK-2111 | avg_speed: 3.015 MB/s | delay: 196 ms
name: 🇬🇧 UK-5822 | avg_speed: 3.022 MB/s | delay: 198 ms
name: 🇩🇪 Germany-3461 | avg_speed: 4.123 MB/s | delay: 468 ms
name: 🏁 Relay-2787 | avg_speed: 2.378 MB/s | delay: 42 ms
name: 🇬🇧 UK-7727 | avg_speed: 3.044 MB/s | delay: 205 ms
name: 🏁 Relay-7319 | avg_speed: 2.675 MB/s | delay: 115 ms
name: 🇬🇧 UK-6469 | avg_speed: 3.067 MB/s | delay: 211 ms
name: 🇳🇱 Netherlands-4205 | avg_speed: 3.265 MB/s | delay: 260 ms
name: 🏁 Relay-4933 | avg_speed: 2.464 MB/s | delay: 64 ms
name: 🇬🇧 UK-3253 | avg_speed: 3.054 MB/s | delay: 209 ms
name: 🇬🇧 UK-4649 | avg_speed: 3.021 MB/s | delay: 201 ms
name: 🏁 Relay-8414 | avg_speed: 2.508 MB/s | delay: 76 ms
name: 🇬🇧 UK-6372 | avg_speed: 3.088 MB/s | delay: 218 ms
name: 🇬🇧 UK-3180 | avg_speed: 3.013 MB/s | delay: 200 ms
name: 🇬🇧 UK-1886 | avg_speed: 3.074 MB/s | delay: 215 ms
name: 🏁 Relay-9612 | avg_speed: 2.365 MB/s | delay: 42 ms
name: 🏁 Relay-3331 | avg_speed: 2.636 MB/s | delay: 109 ms
name: 🏁 Relay-3151 | avg_speed: 2.325 MB/s | delay: 34 ms
name: 🏁 Relay-8151 | avg_speed: 3.419 MB/s | delay: 302 ms
name: 🇩🇪 Germany-2658 | avg_speed: 3.374 MB/s | delay: 292 ms
name: 🏁 Relay-2522 | avg_speed: 2.453 MB/s | delay: 67 ms
name: 🇬🇧 UK-7075 | avg_speed: 2.987 MB/s | delay: 198 ms
name: 🏁 Relay-5377 | avg_speed: 2.640 MB/s | delay: 114 ms
name: 🇬🇧 UK-7990 | avg_speed: 2.982 MB/s | delay: 198 ms
name: 🏁 Relay-4239 | avg_speed: 2.354 MB/s | delay: 46 ms
name: 🇬🇧 UK-2140 | avg_speed: 2.993 MB/s | delay: 203 ms
name: 🏁 Relay-5861 | avg_speed: 2.342 MB/s | delay: 44 ms
name: 🏁 Relay-6975 | avg_speed: 2.676 MB/s | delay: 126 ms
name: 🏁 Relay-5970 | avg_speed: 2.500 MB/s | delay: 83 ms
name: 🇬🇧 UK-1639 | avg_speed: 2.994 MB/s | delay: 204 ms
name: 🇬🇧 UK-3513 | avg_speed: 2.990 MB/s | delay: 203 ms
name: 🇬🇧 UK-1583 | avg_speed: 2.998 MB/s | delay: 205 ms
name: 🇬🇧 UK-3442 | avg_speed: 2.988 MB/s | delay: 203 ms
name: 🇬🇧 UK-3508 | avg_speed: 3.062 MB/s | delay: 221 ms
name: 🏁 Relay-3026 | avg_speed: 3.723 MB/s | delay: 384 ms
name: 🇬🇧 UK-5424 | avg_speed: 3.022 MB/s | delay: 213 ms
name: 🇺🇸 USA-9997 | avg_speed: 3.142 MB/s | delay: 244 ms
name: 🇬🇧 UK-4304 | avg_speed: 2.997 MB/s | delay: 209 ms
name: 🇳🇱 Netherlands-3351 | avg_speed: 3.279 MB/s | delay: 278 ms
name: 🏁 Relay-4567 | avg_speed: 2.598 MB/s | delay: 112 ms
name: 🏁 Relay-3403 | avg_speed: 2.475 MB/s | delay: 82 ms
name: 🏁 Relay-8437 | avg_speed: 2.380 MB/s | delay: 59 ms
name: 🇳🇱 Netherlands-3473 | avg_speed: 2.895 MB/s | delay: 185 ms
name: 🇺🇦 Ukraine-3188 | avg_speed: 3.019 MB/s | delay: 216 ms
name: 🏁 Relay-8066 | avg_speed: 3.336 MB/s | delay: 294 ms
name: 🏁 Relay-9782 | avg_speed: 2.293 MB/s | delay: 39 ms
name: 🇳🇴 Norway-1794 | avg_speed: 3.307 MB/s | delay: 287 ms
name: 🇩🇪 Germany-2978 | avg_speed: 3.403 MB/s | delay: 312 ms
name: 🇬🇧 UK-7209 | avg_speed: 2.970 MB/s | delay: 208 ms
name: 🇸🇨 Seychelles-7172 | avg_speed: 2.460 MB/s | delay: 85 ms
name: 🇬🇧 UK-2745 | avg_speed: 2.951 MB/s | delay: 206 ms
name: 🏁 Relay-6661 | avg_speed: 2.236 MB/s | delay: 31 ms
name: 🏁 Relay-8418 | avg_speed: 2.569 MB/s | delay: 114 ms
name: 🏁 Relay-4197 | avg_speed: 2.295 MB/s | delay: 48 ms
name: 🏁 Relay-1344 | avg_speed: 2.216 MB/s | delay: 29 ms
name: 🇬🇧 UK-3241 | avg_speed: 2.917 MB/s | delay: 201 ms
name: 🇺🇸 USA-6532 | avg_speed: 3.501 MB/s | delay: 344 ms
name: 🇬🇧 UK-2616 | avg_speed: 2.962 MB/s | delay: 213 ms
name: 🏁 Relay-3813 | avg_speed: 2.258 MB/s | delay: 41 ms
name: 🇬🇧 UK-4514 | avg_speed: 2.941 MB/s | delay: 209 ms
name: 🏁 Relay-1603 | avg_speed: 3.001 MB/s | delay: 224 ms
name: 🏁 Relay-9953 | avg_speed: 2.410 MB/s | delay: 80 ms
name: 🇬🇧 UK-8911 | avg_speed: 2.941 MB/s | delay: 210 ms
name: 🏁 Relay-4985 | avg_speed: 2.482 MB/s | delay: 98 ms
name: 🇳🇱 Netherlands-9085 | avg_speed: 3.210 MB/s | delay: 277 ms
name: 🇩🇪 Germany-8721 | avg_speed: 2.564 MB/s | delay: 120 ms
name: 🏁 Relay-9760 | avg_speed: 3.435 MB/s | delay: 333 ms
name: 🇬🇧 UK-1468 | avg_speed: 2.927 MB/s | delay: 209 ms
name: 🏁 Relay-8967 | avg_speed: 2.308 MB/s | delay: 58 ms
name: 🇬🇧 UK-2389 | avg_speed: 2.921 MB/s | delay: 208 ms
name: 🏁 Relay-6495 | avg_speed: 2.470 MB/s | delay: 98 ms
name: 🏁 Relay-7892 | avg_speed: 2.772 MB/s | delay: 173 ms
name: 🏁 Relay-2832 | avg_speed: 3.832 MB/s | delay: 434 ms
name: 🏁 Relay-1734 | avg_speed: 2.617 MB/s | delay: 137 ms
name: 🇩🇪 Germany-1876 | avg_speed: 3.220 MB/s | delay: 285 ms
name: 🇬🇧 UK-4297 | avg_speed: 3.437 MB/s | delay: 339 ms
name: 🇺🇸 USA-6569 | avg_speed: 2.494 MB/s | delay: 109 ms
name: 🇩🇪 Germany-9939 | avg_speed: 3.206 MB/s | delay: 284 ms
name: 🏁 Relay-7995 | avg_speed: 2.506 MB/s | delay: 113 ms
name: 🇳🇱 Netherlands-8886 | avg_speed: 2.321 MB/s | delay: 68 ms
name: 🏁 Relay-7049 | avg_speed: 3.864 MB/s | delay: 446 ms
name: 🏁 Relay-1193 | avg_speed: 2.967 MB/s | delay: 227 ms
name: 🏁 Relay-9609 | avg_speed: 3.942 MB/s | delay: 466 ms
name: 🇬🇧 UK-5391 | avg_speed: 2.924 MB/s | delay: 218 ms
name: 🏁 Relay-6165 | avg_speed: 2.443 MB/s | delay: 101 ms
name: 🏁 Relay-1319 | avg_speed: 2.484 MB/s | delay: 113 ms
name: 🏁 Relay-4722 | avg_speed: 2.240 MB/s | delay: 54 ms
name: 🏁 Relay-3817 | avg_speed: 2.729 MB/s | delay: 175 ms
name: 🏁 Relay-3734 | avg_speed: 2.128 MB/s | delay: 28 ms
name: 🏁 Relay-6894 | avg_speed: 2.244 MB/s | delay: 57 ms
name: 🏁 Relay-6428 | avg_speed: 2.456 MB/s | delay: 109 ms
name: 🇬🇧 UK-2511 | avg_speed: 3.017 MB/s | delay: 247 ms
name: 🇪🇸 Spain-6811 | avg_speed: 3.093 MB/s | delay: 266 ms
name: 🏁 Relay-4401 | avg_speed: 2.533 MB/s | delay: 129 ms
name: 🏁 Relay-6351 | avg_speed: 2.263 MB/s | delay: 63 ms
name: 🏁 Relay-7457 | avg_speed: 2.403 MB/s | delay: 103 ms
name: 🇩🇪 Germany-9828 | avg_speed: 3.245 MB/s | delay: 310 ms
name: 🇺🇸 USA-8945 | avg_speed: 2.420 MB/s | delay: 111 ms
name: 🇸🇨 Seychelles-6456 | avg_speed: 3.268 MB/s | delay: 319 ms
name: 🏁 Relay-1140 | avg_speed: 2.112 MB/s | delay: 37 ms
name: 🏁 Relay-7533 | avg_speed: 2.120 MB/s | delay: 41 ms
name: 🏁 Relay-1433 | avg_speed: 3.838 MB/s | delay: 462 ms
name: 🏁 Relay-4626 | avg_speed: 2.356 MB/s | delay: 100 ms
name: 🏁 Relay-2147 | avg_speed: 2.191 MB/s | delay: 62 ms
name: 🏁 Relay-3512 | avg_speed: 2.426 MB/s | delay: 120 ms
name: 🏁 Relay-8587 | avg_speed: 2.185 MB/s | delay: 61 ms
name: 🇬🇧 UK-1415 | avg_speed: 2.855 MB/s | delay: 225 ms
name: 🏁 Relay-2404 | avg_speed: 2.948 MB/s | delay: 248 ms
name: 🏁 Relay-9198 | avg_speed: 3.429 MB/s | delay: 366 ms
name: 🏁 Relay-1812 | avg_speed: 2.141 MB/s | delay: 51 ms
name: 🏁 Relay-7774 | avg_speed: 2.429 MB/s | delay: 123 ms
name: 🇪🇸 Spain-4595 | avg_speed: 3.061 MB/s | delay: 278 ms
name: 🇬🇧 UK-7493 | avg_speed: 2.848 MB/s | delay: 226 ms
name: 🏁 Relay-3070 | avg_speed: 2.209 MB/s | delay: 70 ms
name: 🇺🇸 USA-7939 | avg_speed: 3.110 MB/s | delay: 292 ms
name: 🏁 Relay-7103 | avg_speed: 2.303 MB/s | delay: 96 ms
name: 🏁 Relay-8139 | avg_speed: 2.225 MB/s | delay: 77 ms
name: 🇬🇧 UK-1339 | avg_speed: 2.851 MB/s | delay: 230 ms
name: 🇬🇧 UK-9875 | avg_speed: 2.720 MB/s | delay: 198 ms
name: 🇷🇴 Romania-8362 | avg_speed: 2.280 MB/s | delay: 92 ms
name: 🏁 Relay-5599 | avg_speed: 2.194 MB/s | delay: 72 ms
name: 🇫🇷 France-9757 | avg_speed: 2.917 MB/s | delay: 249 ms
